Filename	Prep_Mandarin	Prep_original	Mandarin	Original	Engilsh_Parse	Original_Parse
./CHILDES_Mandarin/Zhou3/980606.cha	gei3=for	给	allow I make one what call gentle earth movement for study	让 我 做 一 个 什么 叫 轻轻 地 动作 给 雪儿 学	study	给 雪儿 学
./CHILDES_Mandarin/Zhou3/980606.cha	gei3=for	给	you jump dance for familiar_mothers_sister believe_something_someone_will_be_worthy_in_the_future not good	你 跳 个 舞 给 阿姨 看好 不 好	familiar_mothers_sister believe_something_someone_will_be_worthy_in_the_future not	给 阿姨 看好
./CHILDES_Mandarin/Zhou3/980606.cha	zai4=at	在	just put at that kid	就 放 在 那 儿 了	put at	放 在 了
./CHILDES_Mandarin/Zhou3/980606.cha	zai4=at	在	to_stand at that kid knock drum	站 在 那 儿 敲 鼓	to_stand at kid drum	站 在 儿 鼓
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	that you put_up toy_building_bricks for I look not_at_all good	那 你 搭 个 积木 给 我 看一看 好不 好	I look not_at_all	给 我 看一看
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	you to_stand at this_side	你 站 在 这边	to_stand at this_side	站 在 这边
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	that again object_marker great head master jump for I look	那 再 把 大 头儿 子 跳 给 我 看看	for I look	给 我 看看
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	that you speak story for I listen listen	那 你 讲 个 故事 给 我 听 听 吧	I listen listen	给 我 听 听
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	I sleep at you this_side you speak story for I listen	我 睡 在 你 这边 你 讲 故事 给 我 听	sleep at listen	睡 在 听
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	I sleep at you this_side you speak story for I listen	我 睡 在 你 这边 你 讲 故事 给 我 听	for I listen	给 我 听
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	you not should lie_prone at I on_body okay	你 不 要 趴 在 我 身上 嗯	lie_prone at on_body	趴 在 身上
./CHILDES_Mandarin/Zhou3/001209.cha	dang1=when	当	I object_marker it when small ant	我们 把 它 当 小 蚂蚁	object_marker when ant	把 当 蚂蚁
./CHILDES_Mandarin/Zhou3/001209.cha	dang1=when	当	object_marker it when small ant very	把 它 当 小 蚂蚁 好 啊	when ant very	当 蚂蚁 好
./CHILDES_Mandarin/Zhou3/001209.cha	wang3=go_toward	往	go_toward this_side sit one sit	往 这边 坐 一 坐	go_toward this_side sit	往 这边 坐
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	but mother again not at family	可是 妈妈 又 不 在 家	mother not at family	妈妈 不 在 家
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	but mother also not at family	可是 妈妈 也 不 在 家	mother not at family	妈妈 不 在 家
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	at grass tip go_up to_stand at grass tip above and continuously speak	在 草 尖尖 上站 在 草 尖尖 上 和 源源 说话 呢	at tip	在 尖尖
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	草	at grass tip go_up to_stand at grass tip above and continuously speak	在 草 尖尖 上站 在 草 尖尖 上 和 源源 说话 呢	at tip	草 上
./CHILDES_Mandarin/Zhou3/001209.cha	cong2=from	草	abruptly dong small ant from grass tip above drop come_down continuously how	突然 咚小 蚂蚁 从 草 尖尖 上 摔 了 下来源源 怎么样	from continuously	草 怎么样
./CHILDES_Mandarin/Zhou3/001209.cha	cong2=from	从	you look small ant from grass tip above to_stand up	你 瞧 小 蚂蚁 从 草 尖尖 上 站 了 起来	from to_stand	从 站
./CHILDES_Mandarin/Zhou3/001209.cha	bi3=compared_with	比	to_stand go_up come compared_with small ant tall many right	站 起 来 比 小 蚂蚁 高 多 了 是不是 啊	to_stand compared_with ant	站 比 蚂蚁
./CHILDES_Mandarin/Zhou3/001209.cha	bi3=compared_with	比	this continuously compared_with small ant tall many	这个 源源 比 小 蚂蚁 高 多 了	this continuously compared_with ant tall many	这个 源源 比 蚂蚁 高 多 了
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	compared small ant with continuously same get tall	呀 这下 小 蚂蚁 跟 源源 一样 得 高	with continuously get tall	蚂蚁 跟 一样 得 高
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	I today at which restraurant eat food	我们 今天 在 哪个 饭店 吃 饭 呢	at restraurant eat	在 饭店 吃
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	excuse_me I just_now lady subscribe_to place at which	请问 我们 刚才 小姐 订 的 位置 在 哪 啊	subscribe_to which	订 在 哪
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	chant is special for person eat frog right	哦 是 专门 给 人 吃 的 青蛙 是不是	for person eat	给 人 吃
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	correspondence ought_to install at plate above hold_level come_forward	对应 该 装 在 盘子 上 端 出来	at come_forward	在 出来
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	you put at table above	你 放 在 桌 上 啊	put at table above	放 在 桌 上
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	why hold_level at hand above	干吗 端 在 手 上 啊	hold_level at above	端 在 上
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	put at this_side	放 在 这边 吧	put at this_side	放 在 这边
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	again for I hold two napkin come	再 给 我 拿 两 个 餐巾纸 来	for I hold	给 我 拿
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	lady again for I hold spoon come	小姐 再 给 我 拿 调羹 来	for I hold	给 我 拿
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	for I one notebook	给 我 一 个 本子	for I one	给 我 一 本子
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	you with I speak what	你 跟 我 讲 什么	with I speak	跟 我 讲
./CHILDES_Mandarin/Zhou3/001209.cha	dang1=when	当	you pretend pretend when cook request I eat food very	你 假装 假装 的 当 厨师 请 我们 吃 饭 好 啊	cook request I	当 厨师 请
./CHILDES_Mandarin/Zhou3/001209.cha	dang1=when	当	I when	我 当 小可 啊	I when	我 当 小可 啊
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	that kid who bring at family	那 小孩 谁 带 啊 在 家	bring family	带 在 家
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	that you how with she speak	那 你 怎么 跟 她 讲	with she speak	跟 她 讲
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	with you child together do what	跟 你 孩子 一起 干 什么	with do	跟 干
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	she at which school	她 在 哪个 学校 啊	she at school	她 在 学校 啊
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	she at stone drum road primary_school	她 在 石 鼓 路 小学 啊	at stone road	在 石 路
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	that not for play toy do what	那 不 给 玩 玩具 干 什么 啦	for play toy do	给 玩 玩具 干
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	that sit at that_side not tired dead	那 坐 在 那边 不 累 死 了	sit at that_side tired dead	坐 在 那边 累 死 了
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	sit at that_side not tired dead	坐 在 那边 不 累 死 了	sit at that_side tired dead	坐 在 那边 累 死 了
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	you just with I eat still with she eat food	你 就 跟 我 吃 还 跟 她 吃 饭	with I eat	跟 我 吃
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	you just with I eat still with she eat food	你 就 跟 我 吃 还 跟 她 吃 饭	eat still with she	吃 还 跟 她
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	that I already at this_side wait you	那 我 已经 在 这边 等 你 了	at this_side wait	在 这边 等
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	that you now at which restraurant	那 你 现在 在 哪个 饭店	that you now at restraurant	那 你 现在 在 饭店
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	at ice event	在 冰 峰 堂 啊	at ice event	在 冰 峰 堂
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	you how like_this like at ice event	你 怎么 这么 喜欢 在 冰 峰 堂 啊	at ice	在 冰
./CHILDES_Mandarin/Zhou3/001209.cha	gen1=with	跟	you teach I sing national_anthem I with you study	你 教 我 唱 个 国歌 我 跟 你 学	you study	跟 你 学
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	good put at here	好 放 在 这儿	put at here	放 在 这儿
./CHILDES_Mandarin/Zhou3/001209.cha	gei3=for	给	object_marker toy for little_child bring back family	把 玩具 给 小朋友 带 回 家	for little_child bring	给 小朋友 带
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	rub at you clothes above just will go_up shock	摩擦 在 你 衣服 上 就 会 起 电	at clothes above will go_up shock	在 衣服 上 会 起 电
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	at teacher belly above also can go_up shock	在 老师 肚子 上 也 能 起 电	at teacher	在 老师
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	at teacher belly above also can go_up shock you say good play not good play	在 老师 肚子 上 也 能 起 电 你 说 好 玩 不 好 玩	at teacher belly	在 老师 肚子
./CHILDES_Mandarin/Zhou3/001209.cha	zai4=at	在	yelp still at light	哟 还 在 亮	yelp still at light	哟 还 在 亮
./CHILDES_Mandarin/Zhou3/000822.cha	cong2=from	从	chant mother from this_side come family	哦 妈妈 从 这边 来 家 了 啊	from this_side family	从 这边 家
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	I request sing song for I listen not_at_all good	我们 请 雪儿 唱 首 歌 给 我们 听 好不 好	listen not_at_all good	给 我们 听
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	to_stand at here	站 在 这儿	to_stand at here	站 在 这儿
./CHILDES_Mandarin/Zhou3/000822.cha	wei4=for	说	small swallow put_on flower clothing year springtime come here I ask swallow you for what come_on swallow say here springtime most beautiful	小 燕子穿 花 衣年年 春天 来 这里我 问 燕子 你 为 啥 来燕子 说 这里 的 春天 最 美丽	for what say	说 这里 最
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	I with you together jump I teach you jump not_at_all good	我 跟 你 一起 跳 我 教 你 跳 好不 好	with jump teach	跟 跳 教
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	come follow at mother behind with mother make discard handkerchief	来 跟 在 妈妈 后面 跟 妈妈 做 丢 手绢	at mother handkerchief	在 妈妈 手绢
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	come follow at mother behind with mother make discard handkerchief	来 跟 在 妈妈 后面 跟 妈妈 做 丢 手绢	with mother make handkerchief	跟 妈妈 做 手绢
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	safely also at here play toy_building_bricks	安然 也 在 这儿 玩 积木	at here play	在 这儿 玩
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	that all for you put_up others put_up what	那 都 给 你 搭 别人 搭 什么 呢	for put_up	给 搭
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	camel at what place walk	骆驼 在 什么 地方 走路 的 啊	at place walk	在 地方 走路
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	at park inside go_away	在 公园 里面 走	at park inside	在 公园 里面
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	I simultaneously put_up side group Tang_poetry for I listen listen	我们 雪儿 边 搭 边 编 个 唐诗 给 我们 听 听	listen	给 听 听
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	how_come object_marker small ox for sound	为什么 把 小 牛 给 安然 啊	how_come object_marker for sound	为什么 把 给 安然
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	chant at this toy_building_bricks above	哦 在 这个 积木 上	chant at toy_building_bricks above	哦 在 积木 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	you still know penguin live at which	你 还 知道 企鹅 生活 在 哪儿 啊	know at which	知道 在 哪儿
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	correct penguin at water inside surface	对了 企鹅 在 水 里 面	at water surface	在 水 面
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	penguin originally at water inside surface swim	企鹅 本来 在 水 里 面 游	at swim	在 游
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	can at day above fly_away	能 在 天 上 飞 啊	at day above	在 天 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	small swallow at day above fly_away	小 燕子 在 天 上 飞	swallow at day above fly_away	燕子 在 天 上 飞
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	moreover what at day above fly_away	还有 什么 在 天 上 飞 啊	what at day above	什么 在 天 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	Cygnus_columbianus_bewickii at day above fly_away correct	天鹅 在 天 上 飞 对 吧	Cygnus_columbianus_bewickii at day above fly_away correct	天鹅 在 天 上 飞 对 吧
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	moreover what at day above fly_away	还有 什么 在 天 上 飞 啊	what at day above	什么 在 天 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	small penguin at day above fly_away	小 企鹅 在 天 上 飞 啊	at day above	在 天 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	you want want look moreover what thing at day above fly_away	你 想 想 看 还有 什么 东西 在 天 上 飞	look at day	看 在 天
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	that_is fly_away at day above	就是 飞 在 天 上	that_is at day above	就是 在 天 上
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	all at this_side	都 在 这边	all at this_side	都 在 这边
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	at which side	在 哪 边 啊	at side	在 边 啊
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	that others should play you how_come not for others play	那 别人 要 玩 你 为什么 不 给 别人 玩 啊	for others play	给 别人 玩
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	I currently for small ox shower	我 在 给 小 牛 洗澡 呢	for ox shower	给 牛 洗澡
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	this_side not_bad again put what thing at this_side	这边 可以 再 放 个 什么 东西 在 这边	put this_side	放 在 这边
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	I currently for small ox shower	我 正在 给 小 牛 洗澡 呢	for ox shower	给 牛 洗澡
./CHILDES_Mandarin/Zhou3/000822.cha	cong2=from	从	from behind wear	从 后面 戴 啊	from behind wear	从 后面 戴
./CHILDES_Mandarin/Zhou3/000822.cha	cong2=from	从	from behind forward wear	从 后面 往前 戴 啊	from behind wear	从 后面 戴
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	very still for you	好 还 给 你	very still for you	好 还 给 你
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	still for you	还 给 你 啊	still for you	还 给 你 啊
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	come_down still for you is	落 还 给 你 是 吧	come_down still for you is	落 还 给 你 是 吧
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	you speak story for safely listen good	你 讲 故事 给 安然 听 好 吗	for safely listen	给 安然 听
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	for you scratch itching not_at_all good	给 你 挠 痒 好不 好	for scratch itching good	给 挠 痒 好
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	for you wipe mouth not_at_all good	给 你 擦 嘴 好不 好	for you mouth good	给 你 嘴 好
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	mother bring for you speak story	妈妈 拿来 给 你 讲 故事	bring for you	拿来 给 你
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	mother for you speak story	妈妈 给 你 讲 故事	for you speak	给 你 讲
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	you since drop drop with you have what concern	你 既然 摔 掉 了 跟 你 有 什么 关系 啊	you have what	跟 你 有
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	ugh come_on mother speak story for you listen not_at_all good	哎 来 妈妈 讲 故事 给 你 听 好不 好	for you listen	给 你 听
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	safely hold that circle for elder_sister	安然 把 那个 圈 给 姐姐 吧	hold for elder_sister	把 给 姐姐
./CHILDES_Mandarin/Zhou3/000822.cha	dao4=up_until	到	just be_like great head bear same up_until people family come	就 像 大 头 熊 一样 到 人家 家 来	same up_until family come	一样 到 家 来
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	people again not with it play	人家 又 不 跟 它 玩	with it play	跟 它 玩
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	I at kindergarten you come connect I not_at_all good	我 在 幼儿园 你 来 接 我 好不 好	at kindergarten connect	在 幼儿园 接
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	very I at kindergarten	好 我 在 幼儿园	very I at kindergarten	好 我 在 幼儿园
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	I at kindergarten	我 在 幼儿园	I at kindergarten	我 在 幼儿园
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	chant for I toy right	哦 给 我 玩具 是不是 啊	chant for toy right	哦 给 玩具 是不是 啊
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	chant for child birthday right	哦 给 孩子 过 生日 是不是 啊	for child right	给 孩子 生日
./CHILDES_Mandarin/Zhou3/000822.cha	dao4=up_until	到	chant that you today bring I up_until willing_to virtue chicken go not_at_all good	哦 那 你 今天 带 我 到 肯 德 鸡 去 好不 好	bring up_until chicken	带 到 鸡
./CHILDES_Mandarin/Zhou3/000822.cha	dao4=up_until	到	bring I up_until willing_to virtue chicken go not_at_all good	带 我 到 肯 德 鸡 去 好不 好	up_until willing_to chicken	到 肯 鸡
./CHILDES_Mandarin/Zhou3/000822.cha	chong4=towards	冲	very towards one charge	好 冲 一 冲	towards one charge	冲 一 冲
./CHILDES_Mandarin/Zhou3/000822.cha	chong4=towards	冲	hold faucet help I towards one charge	拿 个 龙头 帮 我 冲 一 冲	one	冲 冲
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	you also not with person family hit welcome	你 也 不 跟 人 家 打 个 招呼	with family hit	跟 家 打
./CHILDES_Mandarin/Zhou3/000822.cha	zai4=at	在	I at this_side wait you	我 在 这边 等 你 啊	at this_side wait	在 这边 等
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	you speak for I listen	你 讲 给 我 听 啊	speak for listen	讲 给 听
./CHILDES_Mandarin/Zhou3/000822.cha	gei3=for	给	I want mother for I speak story	我 想要 妈妈 给 我 讲 个 故事	for I speak	给 我 讲
./CHILDES_Mandarin/Zhou3/000822.cha	gen1=with	跟	you not with I speak I just not wash head not shower	你 不 跟 我 讲 我 就 不 洗 头 不 洗澡	with I speak	跟 我 讲
./CHILDES_Mandarin/Zhou3/001005.cha	wang3=go_toward	往	go_toward above hold a_bit you this hand	往 上 拿 一点 你 这个 手	go_toward above hold	往 上 拿
./CHILDES_Mandarin/Zhou3/001005.cha	gei3=for	给	thereupon for it this again spread_on go_up red color	然后 给 它 这个 再 涂 上 红 颜色	for it spread_on	给 它 涂
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	ugh just draw at this circle here	哎 就 画 在 这个 圆 这儿	draw at circle here	画 在 圆 这儿
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	I put at this	我 放 在 这	put at this	放 在 这
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	fault at painting	不是 在 画 吗	fault at painting	不是 在 画 吗
./CHILDES_Mandarin/Zhou3/001005.cha	cong2=from	从	you look it this is from which simultaneously arrive which side	你 看 它 这个 是 从 哪 边 到 哪 边	look from which	看 从 哪
./CHILDES_Mandarin/Zhou3/001005.cha	cong2=from	从	from	从	from	从
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	I at painting	我 在 画 呢	I at painting	我 在 画 呢
./CHILDES_Mandarin/Zhou3/001005.cha	wang3=go_toward	往	circle very great again go_toward outside circle	绕 得 好 大 再 往 外 绕	outside circle	往 外 绕
./CHILDES_Mandarin/Zhou3/001005.cha	wang3=go_toward	往	ugh you how go_toward this_side draw	哎 你 怎么 往 这边 画 的	go_toward this_side draw	往 这边 画
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	you fault draw two at this_side	你 不是 画 了 两 个 在 这边 吗	draw two this_side	画 了 个 在 这边 吗
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	hold black color draw stab at above	拿 黑 颜色 画 刺 在 上面	stab at above	刺 在 上面
./CHILDES_Mandarin/Zhou3/001005.cha	xiang4=to	向	to outside thorn	向 外 的 刺	to outside	向 外 刺
./CHILDES_Mandarin/Zhou3/001005.cha	wang3=go_toward	<往	go_toward outside	<往 外> 往 外	go_toward outside	<往 外>
./CHILDES_Mandarin/Zhou3/001005.cha	wang3=go_toward	往	go_toward outside	往 外	go_toward outside	往 外
./CHILDES_Mandarin/Zhou3/001005.cha	gei3=for	给	you may draw one container cactus for teacher not_at_all good	你 可以 画 一 盆 仙人球 给 老师 好不 好	draw for teacher	画 给 老师
./CHILDES_Mandarin/Zhou3/001005.cha	zai4=at	在	at here draw	在 这里 画	at here draw	在 这里 画
./CHILDES_Mandarin/Zhou3/001005.cha	gei3=for	给	that you teach for teacher mother is not can when assistant	那 你 教 给 老师 的 妈妈 是 不 能 当 帮手 的 啊	for teacher mother is	给 老师 的 妈妈
./CHILDES_Mandarin/Zhou3/001005.cha	dang1=when	当	that you teach for teacher mother is not can when assistant	那 你 教 给 老师 的 妈妈 是 不 能 当 帮手 的 啊	teach when assistant	教 能 当 帮手 的 啊
./CHILDES_Mandarin/Zhou3/001005.cha	cong2=from	从	from this_side begin	从 这边 开始	from this_side begin	从 这边 开始
./CHILDES_Mandarin/Zhou3/001005.cha	gen1=with	跟	aya you listen I with you speak one speech	啊呀 你 听 我 跟 你 讲 一 句 话	with you speak	跟 你 讲
./CHILDES_Mandarin/Zhou3/010630.cha	zhao4=according_to	照	hold camera according_to	拿 照相机 照 啊	hold according_to	拿 照 啊
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	at this_side	在 这边 呢	at this_side	在 这边 呢
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	shine mother for you speak story not_at_all good	照 完了 妈妈 给 你 讲 故事 好不 好	you speak not_at_all	给 你 故事
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	you this clap bell valley for it sing not_at_all good	你 这个 拍 铃 谷 给 它们 唱歌 吧 好不 好	for it sing	给 它们 唱歌
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	equally sing one_side hop for bell valley believe_something_someone_will_be_worthy_in_the_future not good	一边 唱歌 一边 跳舞 给 铃 谷 看好 不 好	for valley believe_something_someone_will_be_worthy_in_the_future	给 谷 看好
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	at which play play	在 哪 玩 玩	at which play play	在 哪 玩 玩
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	you for bell valley it hop sing	你 给 铃 谷 它们 跳舞 唱歌 吧	for hop sing	给 跳舞 唱歌
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	otherwise should object_marker music for release	要不 要 把 音乐 给 放开 啊	for release	给 放开
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	you at that_side jump	你 在 那边 跳	at that_side jump	在 那边 跳
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	I just call it at here jump	我 就 叫 它 在 这儿 跳	at here jump	在 这儿 跳
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	you at above jump	你 在 上面 跳	at above jump	在 上面 跳
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	I bring it at below jump	我 带 它 在 下面 跳	at below jump	在 下面 跳
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	I at this_side for you jump	我 在 这边 给 你 跳	at this_side jump	在 这边 跳
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	I at this_side for you jump	我 在 这边 给 你 跳	for you jump	给 你 跳
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	I at	我们 在 +	I at	我们 在
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	object_marker this sing for it listen	把 这个 歌唱 给 它 听	for it listen	给 它 听
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	just allow it at this_side	就 让 它 在 这边	allow at this_side	让 在 这边
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	just at that place	就 在 那个 地方	just at place	就 在 地方
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	just at that place	就 在 那个 地方	just at place	就 在 地方
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	that you at above draw one painting	那 你 在 上面 画 一 副 画 吧	at above draw	在 上面 画
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	good if for you search pen	好 的话 给 你 找 笔	for you pen	给 你 笔
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	earlier for who behind for who	先 给 谁 后 给 谁	for who behind	给 谁 后
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	earlier for who behind for who	先 给 谁 后 给 谁	behind for who	后 给 谁
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	teacher at blackboard front for you attend_class	老师 在 黑板 前 给 你们 上课 了	at front	在 前
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	teacher at blackboard front for you attend_class	老师 在 黑板 前 给 你们 上课 了	for you attend_class	给 你们 上课
./CHILDES_Mandarin/Zhou3/010630.cha	cong2=from	从	I from nine ten future count_backwards	我们 从 九 十 往后 倒数	from nine count_backwards	从 九 倒数
./CHILDES_Mandarin/Zhou3/010630.cha	shun4zhe=along	顺着	along number not good	顺着 数 不 好	along number good	顺着 数 好
./CHILDES_Mandarin/Zhou3/010630.cha	dao4=up_until	到	count up_until zero fault nine ten	数 到 零 啊 不是 九 十 啊	count up_until	数 到 十
./CHILDES_Mandarin/Zhou3/010630.cha	wang3=go_toward	往	dot go_toward go_down a_bit	点 往 下 一点	dot go_toward go_down a_bit	点 往 下 一点
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	not at move_crosswise center	不 在 横 中间	not at move_crosswise center	不 在 横 中间
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	ugh at horizontal side above	哎 在 横 的 边 上	ugh at horizontal	哎 在 横 上
./CHILDES_Mandarin/Zhou3/010630.cha	gen1=with	跟	you with she speak	你 跟 她 讲 吧	with she speak	跟 她 讲
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	you say camera teacher at here camera	你 说 摄像 老师 在 这儿 摄像	say at camera	说 在 摄像
./CHILDES_Mandarin/Zhou3/010630.cha	zai4=at	在	you not also at	你 不 也 在 哦 吗	you also at	你 也 在 哦 吗
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	that I look you for I speak garden garden and small ant	那 我 看 着 你 给 我 讲 园 园 和 小 蚂蚁	look for I speak and	看 你 给 我 园 蚂蚁
./CHILDES_Mandarin/Zhou3/010630.cha	gei3=for	给	just to_stand arrive front_end speak for I listen	就 站 到 前面 讲 给 我 听 吧	speak for listen	讲 给 听
